ranking,dane_code,city,department,school,sector,calendar,Matriculados,Publicados,puesto_saber_11,promedio_puntaje_global_saber_11,desviacion_general,isce_media,isce_secundaria,isce_primaria,saber_9_general,saber_5_general,saber_3_general,formula_1,formula_2,formula_3,total
5642,205093000413,BETULIA,ANTIOQUIA,I. E. R. LA SUCRE,Oficial,A,63,58,9245,194,35,0,0,0,277.5,0,0,47.15,0.00,83.50,65.33
5643,108001002215,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL NUEVO COLEGIO TECNICO DEL SANTUARIO,Oficial,A,174,166,6538,236,39,4.454.106.331,8.086.478.233,4.202.471.733,292.5,287,284.5,55.00,55.81,85.17,65.33
5644,123660000890,SAHAGÚN,CORDOBA,I.E. SAN JOSE,Oficial,A,65,65,5955,241,40,5.050.762.653,496.494.627,617.462.635,275,297,311.5,56.23,53.97,85.77,65.32
5645,170717000016,SAN PEDRO,SUCRE,INST EDUC SAN PEDRO CLAVER,Oficial,A,77,76,3855,259,43,7.246.555.805,4.217.225.075,437.027.359,289,299.5,304.5,57.60,52.78,85.58,65.32
5646,111001098833,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO SAN CAYETANO (IED),Oficial,A,94,94,3780,259,32,5.523.707.867,5.204.719.543,4.287.326.336,293,300,286,56.90,50.05,89.00,65.32
5647,163190000415,CIRCASIA,QUINDIO,LUIS EDUARDO CALVO CANO,Oficial,A,82,82,2898,267,33,4.152.451.515,6.022.208.214,4.219.560.623,306.5,303.5,302.5,58.98,47.98,89.00,65.32
5648,213430003082,MAGANGUÉ,BOLIVAR,INST EDUC DE CEIBAL,Oficial,A,19,18,3688,260,38,426.711.607,5.533.252.716,545.451.355,269.5,276.5,364.5,58.53,50.85,86.58,65.32
5649,252260000062,EL PEÑOL,NARIÑO,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,Oficial,A,32,30,7299,228,33,7.545.785.427,5.675.456.047,3.978.211.403,289,259.5,264.5,52.05,57.33,86.57,65.32
5650,205387000128,PUERTO NARE,ANTIOQUIA,INSTITUCIÓN EDUCATIVA RURAL JORGE ENRIQUE VILLEGAS,Oficial,A,21,21,7003,231,29,3.960.362.911,7.327.969.551,4.503.591.537,288.5,294.5,275,54.45,52.64,88.85,65.31
5651,183592000323,PUERTO RICO,CAQUETA,I.E SAGRADOS CORAZONES,Oficial,A,90,87,6719,234,36,4.630.758.286,4.301.562.786,7.067.689.896,291.5,278.5,323.5,56.38,53.33,86.22,65.31
5652,225878000431,VIOTÁ,CUNDINAMARCA,INSTITUTO DE PROMOCION SOCIAL LIBERIA VIOTA,Oficial,A,48,48,4659,252,42,6.077.390.194,5.901.256.084,4.345.569.611,311,273.5,279.5,55.80,54.41,85.71,65.31
5653,108001003998,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL MIGUEL ANGEL BUILES,Oficial,A,119,116,4490,253,37,4.423.890.114,5.329.873.085,5.447.477.818,312,310.5,291,58.33,50.67,86.92,65.31
5654,376001021001,CALI,VALLE,CENTRO EDUCATIVO FE Y ALEGRIA SIFFREDI,Privado,A,53,51,7453,227,45,4.854.947.567,605.058.527,5.492.071.629,285.5,299,357,58.43,54.66,82.83,65.31
5655,111001012556,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO ESPAÑA (IED),Oficial,A,26,24,4779,251,41,7.279.242.516,4.024.495.125,394.645.381,309.5,336,307.5,60.20,50.83,84.88,65.30
5656,163130000157,CALARCÁ,QUINDIO,ROMAN MARIA VALENCIA,Oficial,A,67,67,3404,263,42,7.504.396.439,3.972.046.614,3.930.899.858,296.5,308.5,298.5,58.33,51.36,86.23,65.30
5657,105313000016,GRANADA,ANTIOQUIA,I. E. JORGE ALBERTO GOMEZ GOMEZ,Oficial,A,86,61,1941,280,39,4.319.904.327,6.095.934.868,5.053.413.391,324.5,308,290,60.13,51.56,84.22,65.30
5658,150001002726,VILLAVICENCIO,META,COL GENERAL CARLOS ALBAN,Oficial,A,54,54,5931,241,36,542.757.082,5.678.999.424,5.108.486.652,294,282.5,279.5,54.85,54.05,87.00,65.30
5659,105467000019,MONTEBELLO,ANTIOQUIA,I. E. MARIANO J. VILLEGAS,Oficial,A,56,54,3867,259,48,7.438.486.099,3.993.788.242,4.136.209.011,312,308.5,324.5,60.20,51.89,83.81,65.30
5660,223678001022,SAN CARLOS,CORDOBA,INST.EDUC. SAN JOSE DE CARRIZAL,Oficial,A,29,27,5299,247,42,533.145.237,6.569.727.421,4.464.859.009,291.5,272.5,326.5,56.88,54.55,84.46,65.30
5661,105284000788,FRONTINO,ANTIOQUIA,I. E. PEDRO ANTONIO ELEJALDE,Oficial,A,47,43,5971,241,42,4.835.654.259,609.471.941,5.692.284.107,289,299,302.5,56.58,55.41,83.90,65.29
5662,105001002305,MEDELLÍN,ANTIOQUIA,INST EDUC MARISCAL ROBLEDO,Oficial,A,91,91,4501,253,39,432.657.814,6.079.986.095,4.641.717.434,312,301,315.5,59.08,50.16,86.64,65.29
5663,217380000244,LA DORADA,CALDAS,INSTITUCION EDUCATIVA PURNIO,Oficial,A,14,14,6775,234,45,5.598.469.734,5.358.280.659,0,297.5,275,337.5,57.20,54.78,83.87,65.28
5664,323670001222,SAN ANDRÉS DE SOTAVENTO,CORDOBA,LIC BARTOLOME DE LAS CASAS,Privado,A,8,8,4385,254,40,4.951.179.981,5.770.834.446,0,304.5,0,0,55.85,53.61,86.39,65.28
5665,250330000518,MESETAS,META,IE JARDIN DE PEÑAS,Oficial,A,12,12,6360,237,29,0,5.267.479.897,4.792.114.258,294.5,284.5,313,56.45,50.30,89.10,65.28
5666,286568000472,PUERTO ASÍS,PUTUMAYO,I.E.R. NUEVA GRANADA,Oficial,A,13,13,8916,204,16,384.403.944,0,6.169.050.217,270.5,284.5,302,53.05,50.07,92.73,65.28
5667,247001001405,SANTA MARTA,MAGDALENA,INSTITUCION EDUCATIVA DISTRITAL SIMON RODRIGUEZ,Oficial,A,47,47,5400,246,41,7.103.264.809,3.940.919.638,4.834.625.721,299.5,307,291,57.18,52.93,85.71,65.27
5668,219256000042,EL TAMBO,CAUCA,I.E. HUISITO,Oficial,A,3,3,9174,196,12,0,0,4.763.560.772,311.5,271,300.5,53.95,47.64,94.23,65.27
5669,176892000159,YUMBO,VALLE,IE ANTONIA SANTOS,Oficial,A,73,72,3178,265,43,4.999.002.934,486.927.557,5.752.263.069,314.5,287,291.5,57.90,52.07,85.85,65.27
5670,194001001026,INÍRIDA,GUAINIA,I.E. LA PRIMAVERA,Oficial,A,47,47,4964,249,33,7.241.221.905,3.778.238.297,4.366.923.332,319.5,268.5,287.5,56.23,51.29,88.30,65.27
5671,195200000019,MIRAFLORES,GUAVIARE,I.E. MARIA AUXILIADORA,Oficial,A,24,24,5908,241,33,6.050.291.538,4.680.311.203,5.228.570.461,296,274.5,281.5,54.65,53.20,87.96,65.27
5672,108758002468,SOLEDAD,ATLANTICO,INSTITUTO PSICOPEDAGOGICO SAGRADO CORAZON DE JESUS,Privado,A,11,11,6724,234,37,5.323.015.213,0,0,247.5,278.5,364.5,56.23,53.23,86.35,65.27
5673,111102000958,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO PORFIRIO BARBA JACOB (IED),Oficial,A,151,144,4713,251,34,4.352.908.134,5.610.881.329,5.474.003.315,301.5,294,290,56.83,51.46,87.52,65.27
5674,341013000010,AGRADO,HUILA,IE LA MERCED,Oficial,A,101,94,4531,253,41,4.239.138.603,7.122.528.076,4.855.719.566,299,295.5,285.5,56.65,54.06,85.09,65.27
5675,111001100048,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO HERNANDO DURAN DUSSAN (IED),Oficial,A,124,118,3139,265,39,4.277.434.826,5.501.286.507,5.143.885.612,309.5,295.5,320,59.50,49.74,86.55,65.26
5676,305001016542,MEDELLÍN,ANTIOQUIA,INST EDUC EL TRIUNFO SANTA TERESA,Oficial,A,51,51,3067,266,42,4.229.719.639,624.623.394,5.244.817.734,300,289.5,285,57.03,52.40,86.36,65.26
5677,311001025819,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO MANUEL MURILLO TORO,Privado,A,35,35,4522,253,41,7.666.278.839,4.169.762.135,6.613.635.063,288,211,212.5,48.23,61.50,86.05,65.26
5678,223001000950,MONTERÍA,CORDOBA,INSTITUCION EDUCATIVA LA VICTORIA,Oficial,A,12,12,8275,216,37,4.445.474.625,581.476.593,656.785.965,261,288,321,54.30,56.09,85.38,65.26
5679,308573800022,PUERTO COLOMBIA,ATLANTICO,GIMNASIO JEAN PIAGET DEL CARIBE,Privado,A,13,13,6228,239,50,0,0,0,0,0,0,47.80,0.00,82.70,65.25
5680,213744001238,SIMITÍ,BOLIVAR,INSTITUCION EDUCATIVA  DE MONTERREY,Oficial,A,10,10,6747,234,39,5.797.029.495,5.918.117.046,4.419.356.823,305.5,294,291.5,56.25,53.78,85.71,65.25
5681,219256000239,EL TAMBO,CAUCA,I.E. AGROPECUARIA ALTO DEL REY,Oficial,A,19,18,6682,234,29,5.761.251.926,4.132.655.144,0,275,312.5,336,57.88,49.47,88.39,65.25
5682,113001006800,CARTAGENA DE INDIAS,BOLIVAR,INSTITUCION EDUCATIVA 20 DE JULIO,Oficial,A,61,61,3939,258,41,7.162.241.936,4.871.473.789,397.838.378,284,302,277.5,56.08,53.37,86.29,65.25
5683,123162001528,CERETÉ,CORDOBA,IE MARCELIANO POLO,Oficial,A,186,183,4203,256,48,7.430.117.607,4.229.000.092,5.087.964.058,289,286.5,287.5,55.95,55.82,83.96,65.24
5684,119743000584,SILVIA,CAUCA,I.E.T.A. FRANCISCO JOSE DE CALDAS,Oficial,A,35,35,6951,232,37,4.021.819.592,5.026.035.309,7.142.838.955,268,311,299,55.50,53.97,86.25,65.24
5685,225740000189,SIBATÉ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN MIGUEL,Oficial,A,36,36,2730,269,37,3.964.329.243,3.988.527.298,6.148.376.465,328,316,303,60.80,47.00,87.91,65.24
5686,295001001426,SAN JOSÉ DEL GUAVIARE,GUAVIARE,CAÑO BLANCO II,Oficial,A,29,29,8375,214,32,6.206.439.495,529.938.364,4.436.809.063,295.5,273.5,328.5,55.58,53.14,86.99,65.24
5687,268190001493,LANDÁZURI,SANTANDER,INSTITUTO AGRICOLA LA INDIA,Oficial,A,13,13,6806,233,32,418.104.744,5.480.705.738,6.696.685.314,296.5,268,267.5,53.25,54.53,87.92,65.23
5688,205847000423,URRAO,ANTIOQUIA,I. E. R. LA CALDASIA,Oficial,A,39,36,8846,206,32,0,5.548.787.117,5.881.844.521,265,285,304.5,53.03,57.15,85.52,65.23
5689,166088000027,BELÉN DE UMBRÍA,RISARALDA,IE NUESTRA SEÑORA DEL ROSARIO,Oficial,A,95,94,5805,242,36,4.176.294.327,5.404.923.916,6.072.019.577,297,309.5,283.5,56.60,52.18,86.91,65.23
5690,105360000288,ITAGÜÍ,ANTIOQUIA,INSTITUCION EDUCATIVA ENRIQUE VELEZ ESCOBAR,Oficial,A,123,123,3681,260,38,734.236.145,3.992.217.541,3.978.011.131,309.5,287,291.5,57.40,51.04,87.25,65.23
5691,117001000572,MANIZALES,CALDAS,INSTITUCIÓN EDUCATIVA GRAN COLOMBIA,Oficial,A,34,33,5380,246,39,416.087.532,6.030.140.877,4.356.396.198,342.5,295.5,341.5,61.28,48.49,85.91,65.23
5692,219100001821,BOLÍVAR,CAUCA,INST EDUC ANDINO SAN LORENZO,Oficial,A,40,37,6243,238,29,4.261.363.029,5.832.499.981,5.791.999.817,297,276,277,54.40,52.95,88.32,65.23
5693,111279000966,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO INTEGRADO DE FONTIBON IBEP  (IED),Oficial,A,118,112,4746,251,38,4.058.708.191,4.298.923.492,6.663.114.548,302.5,310.5,324.5,59.43,50.07,86.18,65.23
5694,215646000170,SAMACÁ,BOYACA,IE TEC SALAMANCA,Oficial,A,40,39,6242,238,29,4.220.095.634,5.608.294.487,5.188.175.201,301,300,296,56.75,50.06,88.87,65.22
5695,376001038648,CALI,VALLE,INSTITUTO TECNICO COMERCIAL SANTO TOMAS,Privado,A,9,9,8466,213,48,5.381.253.242,0,0,301,352,339,60.25,53.81,81.61,65.22
5696,252720000171,SAPUYES,NARIÑO,INSTITUCION EDUCATIVA TECNICA EL ESPINO,Oficial,A,19,19,5214,247,30,4.037.935.257,4.890.137.196,6.190.367.222,301,301.5,272.5,56.10,50.39,89.17,65.22
5697,285001001340,YOPAL,CASANARE,IE GABRIELA MISTRAL,Oficial,A,10,10,6115,239,25,5.066.168.785,5.085.260.391,4.288.163.185,293.5,310.5,297,57.00,48.13,90.53,65.22
5698,268547000296,PIEDECUESTA,SANTANDER,I.E. FALTRIQUERA,Oficial,A,24,22,4901,250,41,7.626.790.047,4.766.207.218,3.919.600.248,305.5,288.5,287,56.55,54.38,84.74,65.22
5699,108758000864,SOLEDAD,ATLANTICO,INSTITUCION EDUCATIVA PRIMERO DE MAYO,Oficial,A,43,42,7958,220,31,3.956.782.341,637.121.439,5.264.306.545,299.5,292,315,56.33,51.97,87.36,65.22
5700,219622000051,ROSAS,CAUCA,I.E. EL MARQUEZ,Oficial,A,2,2,9217,195,29,5.190.630.913,0,0,273.5,308.5,357,56.70,51.91,87.05,65.22
5701,283753001613,SAN VICENTE DEL CAGUÁN,CAQUETA,I.E.R GUILLERMO RIOS MEJIA,Oficial,A,10,10,7461,226,24,3.911.671.638,0,6.080.004.215,268.5,279,332.5,55.30,49.96,90.40,65.22
5702,223580000222,PUERTO LIBERTADOR,CORDOBA,INSTITUCION EDUCATIVA SIMON BOLIVAR,Oficial,A,21,19,8460,213,39,6.686.553.955,5.572.114.468,0,287.5,248.5,277,51.30,61.29,83.05,65.21
5703,223686000043,SAN PELAYO,CORDOBA,INSTITUCION EDUCATIVA AMAURY GARC¿A BURGOS,Oficial,A,49,49,3602,261,42,4.811.738.014,5.588.349.819,5.605.193.138,279,289.5,293.5,56.15,53.35,86.14,65.21
5704,173349000263,HONDA,TOLIMA,INSTITUCION EDUCATIVA ANTONIO HERRAN ZALDUA,Oficial,A,12,12,8496,212,32,4.060.498.238,0,7.064.828.396,246.5,307,297,53.13,55.63,86.89,65.21
5705,308001018358,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL LOS ROSALES,Oficial,A,76,76,6402,237,37,5.705.662.727,5.285.031.319,5.550.989.151,287,283.5,272.5,54.00,55.14,86.50,65.21
5706,117653000647,SALAMINA,CALDAS,INSTITUCION EDUCATIVA DE LA PRESENTACION,Oficial,A,27,19,5301,247,42,4.474.289.894,6.200.927.734,588.268.137,319,332.5,287,59.28,55.19,81.16,65.21
5707,118205000187,CURILLO,CAQUETA,I.E ANGEL CUNIBERTI,Oficial,A,67,67,5126,248,37,5.086.196.423,5.554.131.031,5.157.614.708,287,290.5,293.5,55.95,52.66,87.02,65.21
5708,105001000981,MEDELLÍN,ANTIOQUIA,INST EDUC GILBERTO ALZATE AVENDA?O,Oficial,A,201,201,4187,256,44,7.421.439.648,4.413.377.762,419.801.712,305.5,276.5,299,56.85,53.44,85.33,65.21
5709,219397000542,LA VEGA,CAUCA,INSTITUCION EDUCATIVA LOS UVOS,Oficial,A,21,20,5680,243,31,4.169.708.252,5.775.915.146,0,331.5,293,287.5,57.75,49.73,88.15,65.21
5710,352356001561,IPIALES,NARIÑO,INSTITUCION EDUCATIVA JESUS DE NAZARETH,Privado,A,53,53,6878,233,42,4.228.059.769,6.505.866.528,0,314.5,293,304,57.23,53.67,84.73,65.21
5711,125645000258,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN ANTONIO DEL  TEQUEND,Oficial,A,30,30,6117,239,28,4.849.336.147,3.886.260.033,6.213.999.748,305,284.5,297,56.28,49.83,89.51,65.21
5712,170235000248,GALERAS,SUCRE,INST EDUC ANTONIO NARIÑO,Oficial,A,14,13,4025,257,37,6.056.400.776,6.190.299.988,3.795.578.241,291.5,286.5,277.5,55.63,53.47,86.52,65.21
5713,217433000314,MANZANARES,CALDAS,INSTITUCION EDUCATIVA AGUABONITA,Oficial,A,11,11,6457,237,44,4.819.200.516,593.874.073,4.969.068.527,299,295,346,58.85,52.42,84.34,65.21
5714,219693000019,SAN SEBASTIÁN,CAUCA,I.E. TÉCNICA EN SISTEMAS SANTIAGO,Oficial,A,35,35,6280,238,36,3.946.895.599,5.902.797.222,472.317.934,280.5,309,376,60.18,48.58,86.86,65.20
5715,117050000324,ARANZAZU,CALDAS,INSTITUCION EDUCATIVA PIO XI,Oficial,A,34,34,4859,250,37,5.330.114.365,5.662.738.323,6.557.956.219,0,0,0,50.00,58.50,87.11,65.20
5716,266440000070,MARSELLA,RISARALDA,ALTO CAUCA,Oficial,A,9,9,8575,211,37,4.472.122.192,0,639.357.996,274.5,310.5,328,56.20,54.33,85.08,65.20
5717,219824000982,TOTORÓ,CAUCA,INSTITUCION EDUCATIVA AGROINDUSTRIAL VICTOR MANUEL CHAUX VILLAMIL,Oficial,A,21,18,6925,232,33,5.029.107.094,5.149.956.703,6.286.550.522,297.5,276,293.5,54.95,54.89,85.77,65.20
5718,225535000010,PASCA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPTAL ADOLFO LEON GOMEZ,Oficial,A,48,48,6298,238,38,3.890.532.494,7.165.694.714,5.088.046.074,300.5,275.5,297,55.55,53.81,86.23,65.20
5719,388001000002,SAN ANDRÉS,SAN ANDRES,COLEGIO MODELO ADVENTISTA,Privado,A,24,22,6283,238,36,4.195.270.538,5.496.599.197,7.062.469.006,246.5,300,295,53.98,55.85,85.77,65.20
5720,168001004601,BUCARAMANGA,SANTANDER,IE SANTO ANGEL,Oficial,A,38,35,3863,259,46,7.435.211.182,4.433.169.365,4.416.213.036,311,291,290.5,57.58,54.28,83.73,65.19
5721,313001012744,CARTAGENA DE INDIAS,BOLIVAR,INSTITUTO  SKINNER II   (ANT.-JARD. INF. SKINNER II),Privado,A,33,33,8886,205,30,4.885.592.461,6.128.190.517,4.262.963.295,260.5,337.5,345.5,57.43,50.92,87.23,65.19
5722,108001007179,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. PESTALOZZI,Oficial,A,131,122,3510,262,42,4.478.321.552,4.841.392.994,5.948.571.205,312,301.5,313.5,59.45,50.89,85.24,65.19
5723,123555000230,PLANETA RICA,CORDOBA,INST.EDUC.ALFONSO BUILES CORREA,Oficial,A,120,111,7537,226,39,4.905.198.097,4.240.821.838,7.704.323.292,272.5,285,321,55.23,56.17,84.18,65.19
5724,344001000404,RIOHACHA,GUAJIRA,INSTITUCION EDUCATIVA DIVINA PASTORA,Oficial,A,220,215,3386,263,40,7.282.440.662,4.519.715.786,4.268.783.092,292.5,274.5,280,55.50,53.57,86.50,65.19
5725,341483000024,NÁTAGA,HUILA,IE LAS MERCEDES,Oficial,A,68,61,6968,232,38,5.493.803.024,3.970.542.431,6.990.725.994,290,292.5,310,56.23,54.85,84.48,65.18
5726,219001004079,POPAYÁN,CAUCA,CAJETE,Oficial,A,35,32,3728,260,42,4.377.423.763,5.679.814.339,5.293.306.828,304,316,309.5,59.48,51.17,84.90,65.18
5727,319573000567,PUERTO TEJADA,CAUCA,COLEGIO BAHAI RUHI ARBAB,Privado,A,15,15,5694,243,35,4.467.976.093,444.854.641,6.625.322.342,293.5,294,296,56.33,51.81,87.41,65.18
5728,105360001390,ITAGÜÍ,ANTIOQUIA,INSTITUCION EDUCATIVA CARLOS ENRIQUE CORTES,Oficial,A,46,45,5200,248,48,7.506.864.548,3.990.083.456,4.315.577.507,309,312,319,59.40,52.71,83.43,65.18
5729,219142000247,CALOTO,CAUCA,INST ETNOEDUCATIVA TÉCNICA AGROAMBIENTAL EL CAMPO ALEGRE ANTES (C.E.R.M. CAMPO ALEGRE),Oficial,A,10,10,7635,224,25,5.617.843.628,0,0,0,249.5,267.5,49.40,56.18,89.96,65.18
5730,252621000224,ROBERTO PAYÁN,NARIÑO,CENTRO EDUCATIVO PUMBI LAS LAJAS,Privado,A,6,4,9464,177,21,0,0,0,241.5,238,233.5,44.50,0.00,85.86,65.18
5731,250001000655,VILLAVICENCIO,META,INSTITUCION EDUCATIVA RURAL VANGUARDIA,Oficial,A,36,34,5793,242,33,4.352.331.161,4.378.251.553,5.978.052.616,287.5,319.5,334.5,59.18,49.03,87.33,65.18
5732,305001013829,MEDELLÍN,ANTIOQUIA,INST PARRA PARIS,Privado,A,10,10,1758,284,49,5.100.004.196,0,0,308.5,0,0,59.25,51.00,85.29,65.18
5733,217662000964,SAMANÁ,CALDAS,INSTITUCION EDUCATIVA FELIX NARANJO,Oficial,A,41,39,5246,247,36,4.212.099.552,6.731.518.745,4.716.592.312,299,297,290.5,56.68,52.20,86.66,65.18
5734,125320000618,GUADUAS,CUNDINAMARCA,INSTITUCION EDUCATVIA MIGUEL SAMPER,Oficial,A,168,161,5513,245,40,7.415.429.592,4.076.140.404,4.182.201.862,313,294.5,305.5,57.90,52.25,85.38,65.18
5735,173152000016,CASABIANCA,TOLIMA,INSTITUCION EDUCATIVA  TECNICA GENERAL JOSE JOAQUIN GARCIA,Oficial,A,35,35,6048,240,38,4.478.219.986,4.104.495.049,5.290.353.775,331,325,363,62.95,46.24,86.33,65.17
5736,144874000517,VILLANUEVA,GUAJIRA,I. E. TÉCNICA PROMOCION SOCIAL,Oficial,A,55,55,6742,234,39,5.201.481.342,7.170.985.222,4.369.532.108,291.5,281.5,273,54.00,55.81,85.71,65.17
5737,108001009988,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL SAN LUIS,Oficial,A,63,62,5989,241,47,5.521.770.954,453.137.207,6.789.098.263,269,292.5,316.5,55.95,56.14,83.42,65.17
5738,308001017254,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. MUNDO BOLIVARIANO (ANT. C.C.E.B. # 185),Oficial,A,82,71,7013,231,31,4.102.086.544,6.133.104.801,6.043.608.665,285,282.5,294.5,54.65,54.26,86.58,65.16
5739,308758001118,SOLEDAD,ATLANTICO,LICEO METROPOLITANO DE SOLEDAD,Privado,A,48,48,4040,257,40,4.345.346.928,5.601.334.095,4.298.830.509,325.5,304.5,342.5,61.48,47.49,86.53,65.16
5740,223162001531,CERETÉ,CORDOBA,I.E. GERMAN VARGAS CANTILLO,Oficial,A,43,42,7185,230,48,4.085.980.892,6.070.251.465,7.516.023.636,277.5,278,299.5,54.25,58.91,82.33,65.16
5741,120443000068,MANAURE BALCÓN DEL CESAR,CESAR,INST. EDU. NORMAL SUPERIOR MARIA INMACULADA,Oficial,A,117,108,4380,254,39,7.340.590.477,4.223.243.713,4.398.209.572,312.5,275.5,290,56.60,53.21,85.67,65.16
5742,141668000552,SAN AGUSTÍN,HUILA,IE CARLOS RAMON REPIZO,Oficial,A,61,61,5250,247,37,4.231.508.255,5.484.660.625,5.485.986.233,301,306,302.5,57.83,50.67,86.97,65.16
5743,241524000382,PALERMO,HUILA,IE EL JUNCAL,Oficial,A,28,28,4791,251,43,4.208.444.595,5.133.302.689,6.563.812.256,308,289,293.5,57.08,53.02,85.37,65.16
5744,273283000521,FRESNO,TOLIMA,INSTITUCION EDUCATIVA REAL CAMPESTRE LA SAGRADA FAMILIA,Oficial,A,25,24,7482,226,32,4.218.520.164,539.272.213,5.977.685.928,285.5,301,315.5,56.40,51.96,87.10,65.15
5745,219364000075,JAMBALÓ,CAUCA,INSTITUCION EDUCATIVA MARINO MESTIZO,Oficial,A,23,22,9368,186,20,0,5.518.956.184,0,267.5,269.5,285,50.40,55.19,89.87,65.15
5746,176001032063,CALI,VALLE,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL LUZ HAYDEE GUERRERO MOLINA,Oficial,A,78,77,5113,248,35,42.227.211,390.077.877,6.410.987.854,314.5,302.5,325.5,59.53,48.45,87.47,65.15
5747,154001011470,CÚCUTA,NORTE DE SANTANDER,I.E. SAN JOSÉ - EL TRIGAL,Oficial,A,85,85,3683,260,38,4.792.105.675,551.129.818,4.973.462.582,294.5,291.5,299.5,57.28,50.92,87.25,65.15
5748,447001003407,SANTA MARTA,MAGDALENA,INSTITUCIION EDUCATIVA DISTRITAL AGROINDUSTRIAL DE MINCA,Oficial,A,22,22,6612,235,36,5.404.742.241,4.134.710.312,5.986.922.741,309,298.5,297,56.98,51.75,86.72,65.15
5749,173283000038,FRESNO,TOLIMA,INSTITUCION EDUCATIVA TECNICA SAN JOSE,Oficial,A,48,45,3141,265,39,4.121.179.581,569.515.276,5.138.571.739,319,298.5,302,59.23,49.85,86.37,65.15
5750,219760000177,SOTARA,CAUCA,I.E. LA PAZ,Oficial,A,18,15,7408,227,35,5.474.645.615,588.805.151,0,300.5,278,278.5,54.20,56.81,84.41,65.14
5751,125290001118,FUSAGASUGÁ,CUNDINAMARCA,INSTITUCION EDUCATIVA MUNICIPAL TECNICO DE  ACCION COMUNAL,Oficial,A,86,80,4876,250,38,7.219.149.113,3.708.801.746,4.826.565.266,312.5,295.5,282.5,57.03,52.52,85.89,65.14
5752,185430000349,TRINIDAD,CASANARE,INST TEC INTEGRADO DE TRINIDAD,Oficial,A,88,82,3690,260,38,4.439.613.819,4.013.374.805,6.410.497.189,308,313.5,308.5,59.50,49.54,86.38,65.14
5753,219142000352,CALOTO,CAUCA,INSTITUCION EDUCATIVA TECNICA LA PALOMERA,Oficial,A,8,5,7130,230,36,0,0,5.769.799.709,258.5,309.5,328.5,56.33,57.70,81.39,65.14
5754,273616001902,RIOBLANCO,TOLIMA,INSTITUCION EDUCATIVA LUIS ERNESTO VANEGAS NEIRA,Oficial,A,7,5,8590,210,27,4.007.206.917,6.668.877.125,656.915.617,282,272.5,287,52.58,57.48,85.35,65.14
5755,176233000656,DAGUA,VALLE,IE  DEL DAGUA,Oficial,A,125,123,4883,250,39,7.129.602.432,4.697.815.895,4.298.698.902,292,283,282,55.35,53.75,86.29,65.13
5756,273319001197,GUAMO,TOLIMA,INSTITUCION EDUCATIVA TECNICA CAÑADA RODEO,Oficial,A,7,7,6563,236,43,397.465.992,5.537.333.965,652.384.758,265.5,307,338.5,57.35,53.45,84.59,65.13
5757,205679000501,SANTA BÁRBARA,ANTIOQUIA,I. E. VERSALLES,Oficial,A,20,18,4640,252,40,4.147.088.051,5.530.929.089,5.151.832.581,340,313.5,315,61.03,49.43,84.93,65.13
5758,223162000534,CERETÉ,CORDOBA,I.E.RETIRO DE LOS INDIOS,Oficial,A,41,41,7328,228,39,4.411.372.662,6.061.351.776,6.232.060.432,289,292.5,276.5,54.30,55.68,85.39,65.13
5759,205318000302,GUARNE,ANTIOQUIA,I.E.R. EZEQUIEL SIERRA,Oficial,A,20,20,4570,253,53,434.813.261,7.203.154.564,3.964.195.251,307.5,326,333,60.98,51.72,82.68,65.12
5760,283765000086,SOLANO,CAQUETA,I.E.R. MONONGUETE,Oficial,A,10,10,9306,190,21,0,0,5.574.890.137,249.5,270,282,49.58,55.75,90.05,65.12
5761,317001005280,MANIZALES,CALDAS,LICEO INTEGRADO MANIZALES,Privado,A,6,5,3015,266,34,5.274.320.602,0,0,288,273,290,55.85,52.74,86.78,65.12
5762,219622000042,ROSAS,CAUCA,INSTITUCION EDUCATIVA AGROPECUARIO DE PARRAGA,Oficial,A,7,7,4817,250,24,3.855.097.055,0,0,331,382.5,348,65.58,38.55,91.24,65.12
5763,468444000441,MATANZA,SANTANDER,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA PAZ,Oficial,A,17,17,3395,263,41,4.262.699.127,5.072.315.216,541.092.062,292,319.5,319.5,59.70,49.15,86.51,65.12
